Geography,Industry,Year,Industry GDP
Newfoundland and Labrador,Educational services,2003,1503.6
Newfoundland and Labrador,Educational services,2004,1521.6
Newfoundland and Labrador,Educational services,2005,1552.8
Newfoundland and Labrador,Educational services,2006,1493.8
Newfoundland and Labrador,Educational services,2007,1542.0
Newfoundland and Labrador,Educational services,2008,1584.7
Newfoundland and Labrador,Educational services,2009,1597.1
Newfoundland and Labrador,Educational services,2010,1610.0
Newfoundland and Labrador,Educational services,2011,1614.4
Newfoundland and Labrador,Educational services,2012,1637.7
Newfoundland and Labrador,Educational services,2013,1632.8
Newfoundland and Labrador,Educational services,2014,1627.0
Newfoundland and Labrador,Educational services,2015,1621.0
Newfoundland and Labrador,Educational services,2016,1616.4
Newfoundland and Labrador,Educational services,2017,1607.0
Newfoundland and Labrador,Educational services,2018,1622.8
Newfoundland and Labrador,Educational services,2019,1628.4
Newfoundland and Labrador,Health care and social assistance,1999,1733.5
Newfoundland and Labrador,Health care and social assistance,2000,1801.5
Newfoundland and Labrador,Health care and social assistance,2001,1851.9
Newfoundland and Labrador,Health care and social assistance,2002,1910.2
Newfoundland and Labrador,Health care and social assistance,2003,1984.0
Newfoundland and Labrador,Health care and social assistance,2004,1961.4
Newfoundland and Labrador,Health care and social assistance,2005,1981.3
Newfoundland and Labrador,Health care and social assistance,2006,2029.9
Newfoundland and Labrador,Health care and social assistance,2007,1979.7
Newfoundland and Labrador,Health care and social assistance,2008,2039.3
Newfoundland and Labrador,Health care and social assistance,2009,2114.5
Newfoundland and Labrador,Health care and social assistance,2010,2193.6
Newfoundland and Labrador,Health care and social assistance,2011,2257.2
Newfoundland and Labrador,Health care and social assistance,2012,2257.6
Newfoundland and Labrador,Health care and social assistance,2013,2206.7
Newfoundland and Labrador,Health care and social assistance,2014,2201.1
Newfoundland and Labrador,Health care and social assistance,2015,2231.9
Newfoundland and Labrador,Health care and social assistance,2016,2263.1
Newfoundland and Labrador,Health care and social assistance,2017,2263.1
Newfoundland and Labrador,Health care and social assistance,2018,2279.4
Newfoundland and Labrador,Health care and social assistance,2019,2327.7
Newfoundland and Labrador,Arts entertainment and recreation,1999,69.7
Newfoundland and Labrador,Arts entertainment and recreation,2000,75.1
Newfoundland and Labrador,Arts entertainment and recreation,2001,72.8
Newfoundland and Labrador,Arts entertainment and recreation,2002,75.7
Newfoundland and Labrador,Arts entertainment and recreation,2003,68.4
Newfoundland and Labrador,Arts entertainment and recreation,2004,74.7
Newfoundland and Labrador,Arts entertainment and recreation,2005,69.3
Newfoundland and Labrador,Arts entertainment and recreation,2006,66.1
Newfoundland and Labrador,Arts entertainment and recreation,2007,68.5
Newfoundland and Labrador,Arts entertainment and recreation,2008,67.0
Newfoundland and Labrador,Arts entertainment and recreation,2009,68.5
Newfoundland and Labrador,Arts entertainment and recreation,2010,71.8
Newfoundland and Labrador,Arts entertainment and recreation,2011,72.5
Newfoundland and Labrador,Arts entertainment and recreation,2012,73.9
Newfoundland and Labrador,Arts entertainment and recreation,2013,73.7
Newfoundland and Labrador,Arts entertainment and recreation,2014,72.5
Newfoundland and Labrador,Arts entertainment and recreation,2015,69.4
Newfoundland and Labrador,Arts entertainment and recreation,2016,73.1
Newfoundland and Labrador,Arts entertainment and recreation,2017,78.0
Newfoundland and Labrador,Arts entertainment and recreation,2018,81.3
Newfoundland and Labrador,Arts entertainment and recreation,2019,84.3
Newfoundland and Labrador,Accommodation and food services,1999,345.6
Newfoundland and Labrador,Accommodation and food services,2000,342.6
Newfoundland and Labrador,Accommodation and food services,2001,359.9
Newfoundland and Labrador,Accommodation and food services,2002,377.4
Newfoundland and Labrador,Accommodation and food services,2003,396.1
Newfoundland and Labrador,Accommodation and food services,2004,398.7
Newfoundland and Labrador,Accommodation and food services,2005,401.2
Newfoundland and Labrador,Accommodation and food services,2006,392.8
Newfoundland and Labrador,Accommodation and food services,2007,398.4
Newfoundland and Labrador,Accommodation and food services,2008,399.7
Newfoundland and Labrador,Accommodation and food services,2009,417.7
Newfoundland and Labrador,Accommodation and food services,2010,429.0
Newfoundland and Labrador,Accommodation and food services,2011,452.5
Newfoundland and Labrador,Accommodation and food services,2012,466.3
Newfoundland and Labrador,Accommodation and food services,2013,489.3
Newfoundland and Labrador,Accommodation and food services,2014,507.9
Newfoundland and Labrador,Accommodation and food services,2015,512.6
Newfoundland and Labrador,Accommodation and food services,2016,514.7
Newfoundland and Labrador,Accommodation and food services,2017,515.0
Newfoundland and Labrador,Accommodation and food services,2018,516.4
Newfoundland and Labrador,Accommodation and food services,2019,536.6
Newfoundland and Labrador,Other services (except public administration),1999,376.8
Newfoundland and Labrador,Other services (except public administration),2000,370.9
Newfoundland and Labrador,Other services (except public administration),2001,368.0
Newfoundland and Labrador,Other services (except public administration),2002,399.1
Newfoundland and Labrador,Other services (except public administration),2003,406.4
Newfoundland and Labrador,Other services (except public administration),2004,421.6
Newfoundland and Labrador,Other services (except public administration),2005,419.7
Newfoundland and Labrador,Other services (except public administration),2006,418.1
Newfoundland and Labrador,Other services (except public administration),2007,422.0
Newfoundland and Labrador,Other services (except public administration),2008,444.5
Newfoundland and Labrador,Other services (except public administration),2009,448.7
Newfoundland and Labrador,Other services (except public administration),2010,473.8
Newfoundland and Labrador,Other services (except public administration),2011,479.0
Newfoundland and Labrador,Other services (except public administration),2012,496.9
Newfoundland and Labrador,Other services (except public administration),2013,517.8
Newfoundland and Labrador,Other services (except public administration),2014,521.4
Newfoundland and Labrador,Other services (except public administration),2015,528.2
Newfoundland and Labrador,Other services (except public administration),2016,523.2
Newfoundland and Labrador,Other services (except public administration),2017,527.3
Newfoundland and Labrador,Other services (except public administration),2018,524.5
Newfoundland and Labrador,Other services (except public administration),2019,526.1
Newfoundland and Labrador,Public administration,1999,1760.6
Newfoundland and Labrador,Public administration,2000,1767.8
Newfoundland and Labrador,Public administration,2001,1800.7
Newfoundland and Labrador,Public administration,2002,1847.1
Newfoundland and Labrador,Public administration,2003,1856.9
Newfoundland and Labrador,Public administration,2004,1852.5
Newfoundland and Labrador,Public administration,2005,1903.3
Newfoundland and Labrador,Public administration,2006,1956.2
Newfoundland and Labrador,Public administration,2007,1889.8
Newfoundland and Labrador,Public administration,2008,1964.4
Newfoundland and Labrador,Public administration,2009,2042.1
Newfoundland and Labrador,Public administration,2010,2067.7
Newfoundland and Labrador,Public administration,2011,2111.7
Newfoundland and Labrador,Public administration,2012,2108.9
Newfoundland and Labrador,Public administration,2013,2090.5
Newfoundland and Labrador,Public administration,2014,2072.8
Newfoundland and Labrador,Public administration,2015,2103.3
Newfoundland and Labrador,Public administration,2016,2098.9
Newfoundland and Labrador,Public administration,2017,2146.9
Newfoundland and Labrador,Public administration,2018,2188.7
Newfoundland and Labrador,Public administration,2019,2203.1
Prince Edward Island,Goods-producing industries,1999,1004.0
Prince Edward Island,Goods-producing industries,2000,1044.5
Prince Edward Island,Goods-producing industries,2001,1029.5
Prince Edward Island,Goods-producing industries,2002,1114.6
Prince Edward Island,Goods-producing industries,2003,1081.4
Prince Edward Island,Goods-producing industries,2004,1129.8
Prince Edward Island,Goods-producing industries,2005,1130.6
Prince Edward Island,Goods-producing industries,2006,1133.4
Prince Edward Island,Goods-producing industries,2007,1117.5
Prince Edward Island,Goods-producing industries,2008,1095.5
Prince Edward Island,Goods-producing industries,2009,1085.2
Prince Edward Island,Goods-producing industries,2010,1078.8
Prince Edward Island,Goods-producing industries,2011,1106.4
Prince Edward Island,Goods-producing industries,2012,1111.2
Prince Edward Island,Goods-producing industries,2013,1159.5
Prince Edward Island,Goods-producing industries,2014,1153.8
Prince Edward Island,Goods-producing industries,2015,1203.5
Prince Edward Island,Goods-producing industries,2016,1262.5
Prince Edward Island,Goods-producing industries,2017,1407.4
Prince Edward Island,Goods-producing industries,2018,1441.9
Prince Edward Island,Goods-producing industries,2019,1573.9
Prince Edward Island,Service-producing industries,1999,3063.6
Prince Edward Island,Service-producing industries,2000,3141.8
Prince Edward Island,Service-producing industries,2001,3105.1
Prince Edward Island,Service-producing industries,2002,3217.4
Prince Edward Island,Service-producing industries,2003,3328.4
Prince Edward Island,Service-producing industries,2004,3409.2
Prince Edward Island,Service-producing industries,2005,3555.2
Prince Edward Island,Service-producing industries,2006,3667.4
Prince Edward Island,Service-producing industries,2007,3661.2
Prince Edward Island,Service-producing industries,2008,3739.1
Prince Edward Island,Service-producing industries,2009,3759.0
Prince Edward Island,Service-producing industries,2010,3869.4
Prince Edward Island,Service-producing industries,2011,3936.8
Prince Edward Island,Service-producing industries,2012,3979.4
Prince Edward Island,Service-producing industries,2013,4026.1
Prince Edward Island,Service-producing industries,2014,4050.2
Prince Edward Island,Service-producing industries,2015,4075.1
Prince Edward Island,Service-producing industries,2016,4126.9
Prince Edward Island,Service-producing industries,2017,4216.1
Prince Edward Island,Service-producing industries,2018,4328.7
Prince Edward Island,Service-producing industries,2019,4484.7
Prince Edward Island,Industrial production,1999,454.5
Prince Edward Island,Industrial production,2000,496.4
Prince Edward Island,Industrial production,2001,507.8
Prince Edward Island,Industrial production,2002,489.0
Prince Edward Island,Industrial production,2003,490.8
Prince Edward Island,Industrial production,2004,491.1
Prince Edward Island,Industrial production,2005,484.9
Prince Edward Island,Industrial production,2006,486.9
Prince Edward Island,Industrial production,2007,473.2
Prince Edward Island,Industrial production,2008,481.8
Prince Edward Island,Industrial production,2009,462.1
Prince Edward Island,Industrial production,2010,450.8
Prince Edward Island,Industrial production,2011,461.0
Prince Edward Island,Industrial production,2012,477.3
Prince Edward Island,Industrial production,2013,507.5
Prince Edward Island,Industrial production,2014,557.1
Prince Edward Island,Industrial production,2015,606.6
Prince Edward Island,Industrial production,2016,633.1
Prince Edward Island,Industrial production,2017,692.5
Prince Edward Island,Industrial production,2018,727.6
Prince Edward Island,Industrial production,2019,766.2
Prince Edward Island,Non-durable manufacturing industries,1999,252.0
Prince Edward Island,Non-durable manufacturing industries,2000,279.3
Prince Edward Island,Non-durable manufacturing industries,2001,296.0
Prince Edward Island,Non-durable manufacturing industries,2002,278.2
Prince Edward Island,Non-durable manufacturing industries,2003,268.6
Prince Edward Island,Non-durable manufacturing industries,2004,258.9
